INCITS,County,State,Population,State_Abbr
50005,Caledonia County,Vermont,31157,VT
50007,Chittenden County,Vermont,159515,VT
50009,Essex County,Vermont,6211,VT
50011,Franklin County,Vermont,48294,VT
50013,Grand Isle County,Vermont,6987,VT
50015,Lamoille County,Vermont,25067,VT
50017,Orange County,Vermont,28915,VT
50019,Orleans County,Vermont,27169,VT
50021,Rutland County,Vermont,60622,VT
50023,Washington County,Vermont,59319,VT
50025,Windham County,Vermont,43857,VT
50027,Windsor County,Vermont,56067,VT
51001,Accomack County,Virginia,33148,VA
51003,Albemarle County,Virginia,103000,VA
51005,Alleghany County,Virginia,16161,VA
51007,Amelia County,Virginia,12745,VA
51009,Amherst County,Virginia,32178,VA
51011,Appomattox County,Virginia,15255,VA
51013,Arlington County,Virginia,224906,VA
51015,Augusta County,Virginia,73912,VA
51017,Bath County,Virginia,4616,VA
51019,Bedford County,Virginia,"75,773[22]",VA
51021,Bland County,Virginia,6735,VA
51023,Botetourt County,Virginia,33002,VA
51025,Brunswick County,Virginia,16973,VA
51027,Buchanan County,Virginia,23597,VA
51029,Buckingham County,Virginia,17136,VA
51031,Campbell County,Virginia,55235,VA
51033,Caroline County,Virginia,29298,VA
51035,Carroll County,Virginia,29883,VA
51036,Charles City County,Virginia,7130,VA
51037,Charlotte County,Virginia,12305,VA
51041,Chesterfield County,Virginia,327745,VA
51043,Clarke County,Virginia,14348,VA
51045,Craig County,Virginia,5210,VA
51047,Culpeper County,Virginia,48506,VA
51049,Cumberland County,Virginia,9841,VA
51051,Dickenson County,Virginia,15486,VA
51053,Dinwiddie County,Virginia,27904,VA
51057,Essex County,Virginia,11229,VA
51059,Fairfax County,Virginia,1130924,VA
51061,Fauquier County,Virginia,67207,VA
51063,Floyd County,Virginia,15528,VA
51065,Fluvanna County,Virginia,25977,VA
51067,Franklin County,Virginia,56335,VA
51069,Frederick County,Virginia,81319,VA
51071,Giles County,Virginia,16925,VA
51073,Gloucester County,Virginia,36834,VA
51075,Goochland County,Virginia,21626,VA
51077,Grayson County,Virginia,15161,VA
51079,Greene County,Virginia,18804,VA
51081,Greensville County,Virginia,11886,VA
51083,Halifax County,Virginia,35401,VA
51085,Hanover County,Virginia,101330,VA
51087,Henrico County,Virginia,318611,VA
51089,Henry County,Virginia,52617,VA
51091,Highland County,Virginia,2215,VA
51093,Isle of Wight County,Virginia,35656,VA
51095,James City County,Virginia,70516,VA
51097,King and Queen County,Virginia,7130,VA
51099,King George County,Virginia,24926,VA
51101,King William County,Virginia,16097,VA
51103,Lancaster County,Virginia,11148,VA
51105,Lee County,Virginia,25185,VA
51107,Loudoun County,Virginia,349679,VA
51109,Louisa County,Virginia,33945,VA
51111,Lunenburg County,Virginia,12527,VA
51113,Madison County,Virginia,13200,VA
51115,Mathews County,Virginia,8897,VA
51117,Mecklenburg County,Virginia,31426,VA
51119,Middlesex County,Virginia,10762,VA
51121,Montgomery County,Virginia,96207,VA
51125,Nelson County,Virginia,14789,VA
51127,New Kent County,Virginia,19507,VA
51131,Northampton County,Virginia,12125,VA
51133,Northumberland County,Virginia,12200,VA
51135,Nottoway County,Virginia,15773,VA
51137,Orange County,Virginia,34689,VA
51139,Page County,Virginia,23821,VA
51141,Patrick County,Virginia,18368,VA
51143,Pittsylvania County,Virginia,62426,VA
51145,Powhatan County,Virginia,28259,VA
51147,Prince Edward County,Virginia,22802,VA
51149,Prince George County,Virginia,37253,VA
51153,Prince William County,Virginia,438580,VA
51155,Pulaski County,Virginia,34507,VA
51157,Rappahannock County,Virginia,7478,VA
51159,Richmond County,Virginia,8953,VA
51161,Roanoke County,Virginia,93524,VA
51163,Rockbridge County,Virginia,22307,VA
51165,Rockingham County,Virginia,77741,VA
51167,Russell County,Virginia,28264,VA
51169,Scott County,Virginia,22640,VA
51171,Shenandoah County,Virginia,42684,VA
51173,Smyth County,Virginia,31652,VA
51175,Southampton County,Virginia,18128,VA
51177,Spotsylvania County,Virginia,127348,VA
51179,Stafford County,Virginia,136788,VA
51181,Surry County,Virginia,6765,VA
51183,Sussex County,Virginia,11810,VA
51185,Tazewell County,Virginia,44103,VA
51187,Warren County,Virginia,38699,VA
51191,Washington County,Virginia,54907,VA
51193,Westmoreland County,Virginia,17612,VA
51195,Wise County,Virginia,40589,VA
51197,Wythe County,Virginia,29344,VA
51199,York County,Virginia,66269,VA
51510,"Alexandria, City of[23]",Virginia,148892,VA
51520,"Bristol, City of[23]",Virginia,17341,VA
51530,"Buena Vista, City of[23]",Virginia,6680,VA
51540,"Charlottesville, City of[23]",Virginia,44349,VA
51550,"Chesapeake, City of[23]",Virginia,230571,VA
51570,"Colonial Heights, City of[23]",Virginia,17634,VA
51580,"Covington, City of[23]",Virginia,5818,VA
51590,"Danville, City of[23]",Virginia,42907,VA
51595,"Emporia, City of[23]",Virginia,5588,VA
51600,"Fairfax, City of[23]",Virginia,23973,VA
51610,"Falls Church, City of[23]",Virginia,13508,VA
51620,"Franklin, City of[23]",Virginia,8638,VA
51630,"Fredericksburg, City of[23]",Virginia,28132,VA
51640,"Galax, City of[23]",Virginia,7035,VA
51650,"Hampton, City of[23]",Virginia,136699,VA
51660,"Harrisonburg, City of[23]",Virginia,51395,VA
51670,"Hopewell, City of[23]",Virginia,22163,VA
51678,"Lexington, City of[23]",Virginia,7170,VA
51680,"Lynchburg, City of[23]",Virginia,78014,VA
51683,"Manassas, City of[23]",Virginia,41705,VA
51685,"Manassas Park, City of[23]",Virginia,16149,VA
51690,"Martinsville, City of[23]",Virginia,13755,VA
51700,"Newport News, City of[23]",Virginia,182020,VA
51710,"Norfolk, City of[23]",Virginia,246139,VA
51720,"Norton, City of[23]",Virginia,4017,VA
51730,"Petersburg, City of[23]",Virginia,32538,VA
51735,"Poquoson, City of[23]",Virginia,12104,VA
51740,"Portsmouth, City of[23]",Virginia,96205,VA
51750,"Radford, City of[23]",Virginia,17184,VA
51760,"Richmond, City of[23]",Virginia,214114,VA
51770,"Roanoke, City of[23]",Virginia,98465,VA
51775,"Salem, City of[23]",Virginia,25299,VA
51790,"Staunton, City of[23]",Virginia,24350,VA
51800,"Suffolk, City of[23]",Virginia,85728,VA
51810,"Virginia Beach, City of[23]",Virginia,448479,VA
51820,"Waynesboro, City of[23]",Virginia,21263,VA
51830,"Williamsburg, City of[23]",Virginia,15206,VA
51840,"Winchester, City of[23]",Virginia,27216,VA
53001,Adams County,Washington,19067,WA
53003,Asotin County,Washington,22110,WA
53005,Benton County,Washington,184486,WA
53007,Chelan County,Washington,73967,WA
53009,Clallam County,Washington,72312,WA
53011,Clark County,Washington,443817,WA
53013,Columbia County,Washington,4032,WA
53015,Cowlitz County,Washington,101860,WA
53017,Douglas County,Washington,39471,WA
53019,Ferry County,Washington,7646,WA
53021,Franklin County,Washington,86638,WA
53023,Garfield County,Washington,2256,WA
53025,Grant County,Washington,91878,WA
53027,Grays Harbor County,Washington,71078,WA
53029,Island County,Washington,78801,WA
53031,Jefferson County,Washington,30076,WA
53033,King County,Washington,2044449,WA
53035,Kitsap County,Washington,253968,WA
53037,Kittitas County,Washington,41765,WA
53039,Klickitat County,Washington,20866,WA
53041,Lewis County,Washington,75081,WA
53043,Lincoln County,Washington,10301,WA
53045,Mason County,Washington,60497,WA
53047,Okanogan County,Washington,41193,WA
53049,Pacific County,Washington,20498,WA
53051,Pend Oreille County,Washington,12896,WA
53053,Pierce County,Washington,819743,WA
53055,San Juan County,Washington,15875,WA
53057,Skagit County,Washington,118837,WA
53059,Skamania County,Washington,11274,WA
53061,Snohomish County,Washington,745913,WA
53063,Spokane County,Washington,479398,WA
53065,Stevens County,Washington,43430,WA
53067,Thurston County,Washington,262388,WA
53069,Wahkiakum County,Washington,4042,WA
53071,Walla Walla County,Washington,59530,WA
53073,Whatcom County,Washington,206353,WA
53075,Whitman County,Washington,46570,WA
53077,Yakima County,Washington,247044,WA
54001,Barbour County,West Virginia,16770,WV
54003,Berkeley County,West Virginia,108706,WV
54005,Boone County,West Virginia,24224,WV
54007,Braxton County,West Virginia,14502,WV
54009,Brooke County,West Virginia,23737,WV
54011,Cabell County,West Virginia,97133,WV
54013,Calhoun County,West Virginia,7564,WV
54015,Clay County,West Virginia,9244,WV
54017,Doddridge County,West Virginia,8344,WV
54019,Fayette County,West Virginia,45599,WV
54021,Gilmer County,West Virginia,8672,WV
54023,Grant County,West Virginia,11759,WV
54025,Greenbrier County,West Virginia,35644,WV
54027,Hampshire County,West Virginia,23445,WV
54029,Hancock County,West Virginia,30291,WV
54031,Hardy County,West Virginia,13920,WV
54033,Harrison County,West Virginia,68972,WV
54035,Jackson County,West Virginia,29178,WV
54037,Jefferson County,West Virginia,55073,WV
54039,Kanawha County,West Virginia,191275,WV
54041,Lewis County,West Virginia,16452,WV
54043,Lincoln County,West Virginia,21559,WV
54045,Logan County,West Virginia,35987,WV
54047,McDowell County,West Virginia,20876,WV
54049,Marion County,West Virginia,56868,WV
54051,Marshall County,West Virginia,32459,WV
54053,Mason County,West Virginia,27126,WV
54055,Mercer County,West Virginia,61984,WV
54057,Mineral County,West Virginia,27704,WV
54059,Mingo County,West Virginia,25900,WV
54061,Monongalia County,West Virginia,102274,WV
54063,Monroe County,West Virginia,13483,WV
54065,Morgan County,West Virginia,17498,WV
54067,Nicholas County,West Virginia,25965,WV
54069,Ohio County,West Virginia,43727,WV
54071,Pendleton County,West Virginia,7471,WV
54073,Pleasants County,West Virginia,7577,WV
54075,Pocahontas County,West Virginia,8669,WV
54077,Preston County,West Virginia,33859,WV
54079,Putnam County,West Virginia,56650,WV
54081,Raleigh County,West Virginia,78833,WV
54083,Randolph County,West Virginia,29415,WV
54085,Ritchie County,West Virginia,10073,WV
54087,Roane County,West Virginia,14656,WV
54089,Summers County,West Virginia,13563,WV
54091,Taylor County,West Virginia,16973,WV
54093,Tucker County,West Virginia,6968,WV
54095,Tyler County,West Virginia,8995,WV
54097,Upshur County,West Virginia,24665,WV
54099,Wayne County,West Virginia,41437,WV
54101,Webster County,West Virginia,8893,WV
54103,Wetzel County,West Virginia,16204,WV
54105,Wirt County,West Virginia,5901,WV
54107,Wood County,West Virginia,86569,WV
54109,Wyoming County,West Virginia,23019,WV
55001,Adams County,Wisconsin,20480,WI
55003,Ashland County,Wisconsin,16016,WI
55005,Barron County,Wisconsin,45676,WI
55007,Bayfield County,Wisconsin,15156,WI
55009,Brown County,Wisconsin,254586,WI
55011,Buffalo County,Wisconsin,13357,WI
55013,Burnett County,Wisconsin,15333,WI
55015,Calumet County,Wisconsin,49617,WI
55017,Chippewa County,Wisconsin,63132,WI
55019,Clark County,Wisconsin,34615,WI
55021,Columbia County,Wisconsin,56653,WI
55023,Crawford County,Wisconsin,16397,WI
55025,Dane County,Wisconsin,509939,WI
55027,Dodge County,Wisconsin,88344,WI
55029,Door County,Wisconsin,27896,WI
55031,Douglas County,Wisconsin,43887,WI
55033,Dunn County,Wisconsin,44122,WI
55035,Eau Claire County,Wisconsin,101438,WI
55037,Florence County,Wisconsin,4520,WI
55039,Fond du Lac County,Wisconsin,101798,WI
55041,Forest County,Wisconsin,9126,WI
55043,Grant County,Wisconsin,51069,WI
55045,Green County,Wisconsin,37090,WI
55047,Green Lake County,Wisconsin,18959,WI
55049,Iowa County,Wisconsin,23749,WI
55051,Iron County,Wisconsin,5886,WI
55053,Jackson County,Wisconsin,20644,WI
55055,Jefferson County,Wisconsin,84509,WI
55057,Juneau County,Wisconsin,26547,WI
55059,Kenosha County,Wisconsin,167757,WI
55061,Kewaunee County,Wisconsin,20505,WI
55063,La Crosse County,Wisconsin,116713,WI
55065,Lafayette County,Wisconsin,16766,WI
55067,Langlade County,Wisconsin,19575,WI
55069,Lincoln County,Wisconsin,28684,WI
55071,Manitowoc County,Wisconsin,80654,WI
55073,Marathon County,Wisconsin,135416,WI
55075,Marinette County,Wisconsin,41610,WI
55077,Marquette County,Wisconsin,15176,WI
55078,Menominee County,Wisconsin,4317,WI
55079,Milwaukee County,Wisconsin,956023,WI
55081,Monroe County,Wisconsin,45298,WI
55083,Oconto County,Wisconsin,37318,WI
55085,Oneida County,Wisconsin,35689,WI
55087,Outagamie County,Wisconsin,180345,WI
55089,Ozaukee County,Wisconsin,87054,WI
55091,Pepin County,Wisconsin,7360,WI
55093,Pierce County,Wisconsin,40976,WI
55095,Polk County,Wisconsin,43476,WI
55097,Portage County,Wisconsin,70380,WI
55099,Price County,Wisconsin,13802,WI
55101,Racine County,Wisconsin,195041,WI
55103,Richland County,Wisconsin,17717,WI
55105,Rock County,Wisconsin,160739,WI
55107,Rusk County,Wisconsin,14395,WI
55109,St. Croix County,Wisconsin,85930,WI
55111,Sauk County,Wisconsin,63162,WI
55113,Sawyer County,Wisconsin,16513,WI
55115,Shawano County,Wisconsin,41643,WI
55117,Sheboygan County,Wisconsin,114922,WI
55119,Taylor County,Wisconsin,20610,WI
55121,Trempealeau County,Wisconsin,29582,WI
55123,Vernon County,Wisconsin,30329,WI
55125,Vilas County,Wisconsin,21368,WI
55127,Walworth County,Wisconsin,102945,WI
55129,Washburn County,Wisconsin,15686,WI
55131,Washington County,Wisconsin,132739,WI
55133,Waukesha County,Wisconsin,393843,WI
55135,Waupaca County,Wisconsin,52285,WI
55137,Waushara County,Wisconsin,24329,WI
55139,Winnebago County,Wisconsin,169541,WI
55141,Wood County,Wisconsin,73959,WI
56001,Albany County,Wyoming,37422,WY
56003,Big Horn County,Wyoming,11994,WY
56005,Campbell County,Wyoming,48176,WY
56007,Carbon County,Wyoming,15748,WY
56009,Converse County,Wyoming,14313,WY
56011,Crook County,Wyoming,7184,WY
56013,Fremont County,Wyoming,40998,WY
56015,Goshen County,Wyoming,13612,WY
56017,Hot Springs County,Wyoming,4847,WY
56019,Johnson County,Wyoming,8628,WY
56021,Laramie County,Wyoming,95809,WY
56023,Lincoln County,Wyoming,18364,WY
56025,Natrona County,Wyoming,80973,WY
56027,Niobrara County,Wyoming,2541,WY
56029,Park County,Wyoming,29227,WY
56031,Platte County,Wyoming,8765,WY
56033,Sheridan County,Wyoming,29824,WY
56035,Sublette County,Wyoming,10041,WY
56037,Sweetwater County,Wyoming,45237,WY
56039,Teton County,Wyoming,22268,WY
56041,Uinta County,Wyoming,21066,WY
56043,Washakie County,Wyoming,8463,WY
56045,Weston County,Wyoming,7158,WY
